lon,lat
9.698511,56.962102
9.733624,56.958127
9.769664,56.971642
9.818027,56.969986
9.836047,56.963279
9.888385,56.955433
9.897396,56.958613
9.963381,56.966091
9.986437,56.951767
10.016779,56.945937
10.065010,56.946865
10.094293,56.959452
10.103435,56.970317
10.163061,56.957995
10.170481,56.956073
10.222289,56.964620
10.260185,56.968462
8.417486,56.916124
8.445577,56.910824
8.505202,56.926724
8.513815,56.943022
8.572248,56.911089
8.586558,56.924339
8.621141,56.911203
8.648304,56.930453
8.853019,56.913938
8.902839,56.943685
8.914367,56.930964
9.214483,56.925996
9.238068,56.926557
9.273578,56.921722
9.310281,56.913872
9.340757,56.942625
9.365270,56.937271
9.415355,56.943022
9.450468,56.910559
9.489026,56.924074
9.496446,56.919437
9.543219,56.929109
9.590125,56.931494
9.610397,56.942227
9.627225,56.911884
9.688706,56.933084
9.717326,56.925134
9.735346,56.938252
9.771254,56.918112
9.812860,56.930832
9.845190,56.916787
9.889180,56.916986
9.908261,56.923147
9.952384,56.940505
9.973716,56.935602
10.014659,56.934939
10.048315,56.932289
10.096678,56.926371
10.110988,56.911487
10.164254,56.912282
10.178431,56.912414
10.226927,56.923014
10.247067,56.934409
8.357198,56.899032
8.420799,56.890816
8.454984,56.902212
8.505997,56.908969
8.526668,56.892539
8.559660,56.900754
8.577813,56.903735
8.628296,56.881887
8.668312,56.885781
8.729925,56.891214
8.749668,56.884059
8.791803,56.888431
8.840166,56.884854
8.849176,56.891214
9.176720,56.892274
9.185465,56.895057
9.237141,56.897574
9.285504,56.903272
9.312401,56.889359
9.325917,56.883661
9.362355,56.904464
9.404887,56.888895
9.425690,56.899562
9.483858,56.904398
9.498036,56.887901
9.530366,56.900357
9.575549,56.901814
9.597015,56.879554
9.644583,56.878626
9.665650,56.888299
9.719314,56.893042
9.758004,56.902742
9.780662,56.882734
9.807030,56.879808
9.840950,56.883556
9.902431,56.886627
9.957286,56.884191
9.985642,56.894262
10.008697,56.877964
10.040365,56.902874
10.093630,56.891611
10.119203,56.881203
10.147028,56.885952
10.177636,56.888829
10.233552,56.886576
10.260450,56.881276
11.220953,56.893152
8.279022,56.865641
8.335335,56.870411
8.367136,56.859679
8.389131,56.873194
8.452467,56.866966
8.498312,56.872598
8.527065,56.846252
8.572248,56.871670
8.588413,56.867717
8.609878,56.869219
8.657977,56.861136
8.696667,56.848643
8.729262,56.870809
8.758413,56.868821
8.799753,56.850271
8.824796,56.850801
9.039316,56.844043
9.248403,56.863256
9.274639,56.861799
9.319292,56.847157
9.336782,56.871339
9.373882,56.852126
9.394950,56.872437
9.433773,56.844954
9.471933,56.875314
9.514201,56.850536
9.527981,56.856972
9.589065,56.868424
9.592510,56.857956
9.638753,56.855571
9.670155,56.870279
9.698378,56.848217
9.730974,56.855836
9.794442,56.863389
9.816967,56.844176
9.836975,56.873194
9.894083,56.857448
9.900178,56.875314
9.948409,56.867695
9.981137,56.851861
10.010154,56.846773
10.042220,56.843513
10.069515,56.866966
10.114168,56.846296
10.148353,56.858486
10.196319,56.867231
10.230372,56.854909
10.620191,56.848813
10.834711,56.847223
8.514875,56.839406
8.571586,56.836491
8.577681,56.834901
8.651086,56.827149
8.703955,56.825758
8.716012,56.832648
8.774843,56.821783
8.809956,56.823560
8.842949,56.813185
8.974390,56.832251
9.011491,56.821695
9.038918,56.826487
9.054686,56.839892
9.181092,56.812111
9.199510,56.820856
9.219385,56.811183
9.264966,56.838743
9.287624,56.824433
9.348309,56.816616
9.359704,56.833046
9.420788,56.841526
9.423173,56.839538
9.480678,56.834114
9.502806,56.814024
9.546399,56.810256
9.590125,56.823638
9.596220,56.823771
9.637958,56.810140
9.670553,56.840598
9.732166,56.833708
9.775229,56.827107
9.824785,56.819266
9.851153,56.834238
9.887193,56.835452
9.902961,56.813171
9.942976,56.823771
9.980342,56.816483
10.026187,56.824831
10.058120,56.816294
10.111121,56.827812
10.153918,56.823903
10.175781,56.818603
10.216989,56.837683
10.268797,56.826487
11.530874,56.817941
8.653471,56.783424
8.693619,56.808003
8.735357,56.803284
8.746488,56.803630
8.800416,56.799258
8.842551,56.787207
8.851164,56.799040
8.980353,56.784087
8.998903,56.805088
9.019573,56.790986
9.077344,56.788128
9.101459,56.787598
9.215940,56.790115
9.238333,56.800715
9.282456,56.787598
9.313594,56.801245
9.330157,56.779539
9.355862,56.796873
9.415488,56.799920
9.451131,56.780840
9.487038,56.800371
9.491146,56.794587
9.541364,56.794567
9.589065,56.804028
9.603375,56.791944
9.644980,56.785345
9.691091,56.780560
9.694801,56.786897
9.735081,56.785213
9.790467,56.807208
9.811667,56.777726
9.860030,56.778588
9.881363,56.796873
9.925618,56.785743
9.944566,56.786405
9.990014,56.789453
10.031487,56.776865
10.062492,56.802769
10.068985,56.807500
10.107808,56.789519
10.141066,56.806811
10.176311,56.798993
10.260450,56.780796
10.273435,56.786935
8.637439,56.742839
8.644594,56.771744
8.691102,56.749967
8.727142,56.756261
8.772325,56.750762
8.797898,56.757255
8.837914,56.771300
8.865871,56.759931
8.880447,56.756990
8.937025,56.746257
8.953985,56.765470
9.011093,56.762953
9.024741,56.755665
9.067009,56.761230
9.095231,56.753545
9.123587,56.742017
9.230251,56.768518
9.254763,56.752750
9.292659,56.768385
9.344599,56.762332
9.375870,56.759905
9.403960,56.742415
9.442650,56.749371
9.475113,56.748430
9.522284,56.762953
9.525729,56.754009
9.612915,56.763350
9.628153,56.769710
9.661940,56.764885
9.700631,56.754870
9.737069,56.769048
9.763967,56.768518
9.819087,56.741024
9.840155,56.761760
9.882025,56.760435
9.911176,56.766795
9.955431,56.764145
9.984449,56.746787
10.027645,56.773023
10.034667,56.764384
10.085945,56.751822
10.121986,56.767193
10.136826,56.758977
10.187574,56.743077
10.230637,56.744137
10.259390,56.772493
10.286817,56.764725
8.654399,56.720181
8.704750,56.709024
8.721180,56.710217
8.773385,56.713463
8.787563,56.725852
8.870376,56.739566
8.887469,56.730887
8.921522,56.727575
8.950672,56.739367
9.011358,56.708892
9.047928,56.719757
9.059456,56.734465
9.099339,56.718233
9.135644,56.734597
9.237538,56.711674
9.265496,56.731505
9.314124,56.717770
9.333999,56.731550
9.379845,56.727840
9.401177,56.707302
9.438675,56.728370
9.485581,56.725720
9.519501,56.708516
9.538979,56.712204
9.568262,56.716444
9.621792,56.710155
9.634778,56.708759
9.686586,56.720950
9.703148,56.708428
9.742369,56.722142
9.774699,56.731218
9.800537,56.728671
9.840552,56.716974
9.876858,56.738175
9.930388,56.730490
9.932906,56.729960
9.981269,56.739102
10.028307,56.714192
10.090715,56.717001
10.127816,56.718508
10.159086,56.738042
10.173661,56.736187
10.205462,56.722142
10.294105,56.736717
10.308150,56.735790
8.966043,56.687957
8.995855,56.702011
9.023018,56.703592
9.111529,56.695244
9.127297,56.701737
9.199378,56.698358
9.258606,56.697762
9.316641,56.679477
9.351357,56.691799
9.368847,56.676562
9.407140,56.692064
9.428473,56.674905
9.487568,56.696967
9.505721,56.678085
9.556204,56.674972
9.584957,56.680139
9.607747,56.694979
9.641005,56.681729
9.687381,56.677357
9.701028,56.676959
9.743959,56.704519
9.774434,56.696304
9.802392,56.698027
9.839095,56.690010
9.887988,56.683518
9.902166,56.679212
9.948011,56.686897
9.977956,56.695244
10.002867,56.693389
10.050965,56.679521
10.073225,56.682127
10.123046,56.703989
10.161736,56.685307
10.176311,56.681332
10.244815,56.682370
10.274362,56.685307
11.158545,56.701383
11.193525,56.686035
9.349899,56.651784
9.381700,56.667286
9.401045,56.643569
9.435760,56.662516
9.471403,56.654566
9.514996,56.663444
9.555277,56.665060
9.579657,56.660794
9.602580,56.672189
9.654785,56.644231
9.669360,56.642360
9.700896,56.669738
9.746741,56.650061
9.768472,56.655638
9.831410,56.668479
9.892228,56.659363
9.915416,56.663245
9.947349,56.661169
9.995579,56.652517
10.004324,56.662516
10.050567,56.671659
10.077730,56.653771
10.120396,56.650724
10.154581,56.644496
10.172071,56.649200
10.215929,56.663841
10.262702,56.646086
10.277277,56.665080
10.312788,56.668081
10.340348,56.656156
11.151125,56.670996
11.161990,56.650326
11.203065,56.670731
11.225061,56.641714
9.415620,56.637871
9.433773,56.633808
9.459346,56.633499
9.500951,56.631776
9.559119,56.621176
9.608940,56.618526
9.627093,56.621838
9.673468,56.625813
9.700896,56.623561
9.757341,56.629524
9.793117,56.634441
9.846647,56.612431
9.884675,56.608323
9.900973,56.629391
9.940459,56.628331
9.976101,56.633631
10.016249,56.631379
10.038642,56.608456
10.090715,56.631246
10.125166,56.630451
10.144378,56.626078
10.201619,56.617757
10.227854,56.630849
10.249320,56.624621
10.303248,56.612100
10.325773,56.615611
11.174843,56.619188
11.213401,56.608174
9.771387,56.599976
9.818822,56.599048
9.856718,56.595206
9.874208,56.604140
9.912766,56.600638
9.961791,56.596663
9.990412,56.592953
10.024730,56.587861
10.051362,56.599711
11.153112,56.595736
11.205185,56.586792
11.221483,56.591460
11.280314,56.593645
11.296479,56.581322
11.322847,56.572919
11.211413,56.553946
11.253283,56.540615
11.263354,56.545319
11.303104,56.563687
11.186370,56.530280
11.243346,56.535712
11.397180,56.485539
